LONGITUDE,LATITUDE,2015,2016,2017,2018,2019
31.48681068,-17.76875,258,259,362,28,43
26.56056023,-18.18333,16,10,32,24,34
30.625022,-21.3625022,47,25,150,83,52
29.7045002,-20.77317,269,121,712,387,201
30.70000076,-21.41417,0,0,0,0,0
31.23664093,-19.05522,0,2,0,0,0
28.5696,-20.1395,13,7,10,5,3
29.13558006,-20.65025,1,2,0,0,0
28.50527954,-20.69019,0,0,1,0,1
31.32192039,-20.18517,27,40,123,71,55
27.7508297,-20.36611,0,1,0,0,0
25.98389053,-18.10083,9,10,15,6,4
31.87491989,-18.55028,11,13,14,8,7
28.24110985,-17.19278,112,88,403,673,65
30.75917053,-16.51056,870,117,239,512,1024
30.35491943,-20.68572,10,4,3,6,9
30.60277939,-20.82833,14,6,28,19,20
31.58967,-17.76112,48,50,92,13,5
30.92044067,-20.27436,5,5,43,40,9
31.68405914,-19.83439,6,37,54,15,44
31.367537,-20.281069,26,37,91,103,46
31.50015068,-16.58956,232,196,345,296,840
28.25305939,-17.44139,51,26,71,69,69
31.35038948,-19.28703,3,4,16,11,7
30.64666939,-20.94083,241,36,139,67,43
28.8116703,-18.72778,1,0,0,1,2
32.57444,-20.09583,93,84,112,38,93
32.56972122,-19.98972,28,35,14,10,18
32.87152863,-18.58803,292,203,284,158,316
30.63249969,-18.65417,8,3,2,0,7
30.72394,-20.43699,0,0,0,0,0
31.68431091,-20.28881,127,76,324,343,100
30.80264091,-20.80253,74,48,121,92,43
30.42119026,-20.78594,4,0,2,5,0
28.37972069,-18.57667,3,0,2,0,0
31.80083084,-17.37111,125,84,106,111,96
31.50555992,-18.85081,7,7,6,0,4
31.17119026,-19.07433,7,6,5,2,2
32.1656189,-16.57892,558,485,1367,354,160
30.22019005,-19.61906,55,51,144,98,42
28.77243996,-20.20519,0,0,0,0,1
31.93446922,-17.87206,165,71,99,57,84
29.20549965,-21.70358,9,6,30,10,18
28.5329,-20.1345,6,1,4,5,1
29.42378044,-20.48781,2,0,3,0,2
28.89138985,-19.00056,5,6,2,3,1
28.534,-20.2003,6,1,8,11,5
29.65280914,-19.20103,0,0,0,0,0
28.5202,-20.1889,6,1,7,2,3
27.88861084,-20.10056,1,2,0,0,0
29.16777992,-17.51306,14,27,16,23,25
28.5906,-20.1268,9,5,7,4,5
30.6875,-17.88694,61,30,64,26,41
29.63697052,-22.12217,2,3,38,12,8
30.00781059,-22.22078,0,0,0,0,0
31.46928024,-21.02481,1,0,0,1,0
28.98477936,-20.55722,0,1,0,1,1
27.35250092,-20.39194,0,0,0,0,0
29.40489006,-19.17239,0,2,0,0,0
28.84556007,-19.97944,0,0,1,0,0
29.33472061,-18.80214,14,0,0,1,1
28.88607979,-21.35731,4,2,10,5,1
28.79100037,-20.15072,0,0,1,0,1
29.52721977,-17.85306,53,14,15,9,10
30.8116703,-17.67361,23,11,15,15,7
32.025,-17.422,1946,1322,762,659,251
31.96282,-17.49227,198,229,114,38,48
32.9217186,-17.75789,183,91,134,85,135
32.93111038,-18.18917,44,42,19,16,51
32.36872101,-19.11756,136,82,137,91,149
32.82271957,-19.94106,274,192,245,69,199
30.98888969,-20.82406,129,62,314,186,123
32.4030304,-17.93886,396,108,138,119,52
32.88816834,-16.81739,992,492,1785,656,1326
32.3223114,-18.46983,82,44,35,34,55
28.79750061,-18.55222,9,1,0,0,0
31.16732979,-20.60147,69,31,103,119,63
30.62805939,-16.75167,63,27,44,32,62
32.19194031,-16.9025,202,165,679,615,687
31.13680077,-17.02013,120,28,23,13,34
31.359695,-20.460264,27,20,82,154,68
29.34163,-19.21865,3,0,0,0,1
29.76721954,-16.40694,77,0,0,0,0
31.88368988,-16.70283,733,342,800,721,391
29.43638992,-16.40389,677,650,305,115,340
28.26556015,-19.85889,0,0,0,0,0
32.50497055,-16.87269,405,301,1675,496,673
32.86571884,-16.96828,723,309,1170,1224,1451
32.95360947,-17.8625,581,137,190,83,179
31.41414,-16.9515,226,96,156,95,137
29.53471947,-18.19917,16,3,9,2,17
32.65531158,-17.20389,1543,516,1603,489,1052
32.10972977,-16.73908,160,118,249,218,194
30.5915,-16.08729,1464,450,1113,448,700
31.00374985,-18.81919,3,1,6,0,6
30.75778008,-16.85139,38,14,26,18,39
29.19528008,-16.885,189,259,414,258,122
28.84832954,-16.51806,9,7,0,5,5
32.08721924,-18.93989,63,69,74,41,117
29.30438995,-20.90644,0,0,0,0,0
32.55833054,-17.75681,0,0,0,0,0
32.31850052,-17.07097,282,114,753,904,345
32.26243,-18.00061,1145,140,257,105,140
31.61743927,-17.62108,229,185,143,47,84
32.35602951,-17.63819,771,145,281,596,134
32.25418854,-17.25403,2959,3639,1032,699,638
32.75753021,-18.22828,412,117,112,79,193
31.7523098,-20.68347,385,351,769,515,198
29.92667007,-16.86639,919,1169,340,158,301
32.78535843,-18.02061,0,0,0,0,0
32.42192078,-19.78694,351,307,879,427,540
32.30472183,-16.78028,641,289,980,649,586
29.43693924,-17.73222,240,132,77,116,27
32.65750122,-18.2235,141,97,62,43,158
31.87122,-19.28324,16,19,46,23,11
32.6720314,-18.01797,286,90,151,48,81
31.27144051,-17.62294,285,359,181,9,4
32.6550293,-17.84089,516,231,360,227,376
30.68371964,-19.65475,5,2,1,0,3
31.36051941,-17.56392,251,158,83,14,13
32.22460938,-18.75678,37,24,60,35,66
32.17139053,-18.72089,74,53,126,95,51
31.36735916,-19.40494,2,11,13,13,6
31.13047,-18.21594,19,10,2,10,6
31.58885956,-20.00586,36,48,85,58,44
30.65077972,-18.97053,4,2,3,0,0
31.2206707,-20.85339,145,69,224,220,134
29.33756065,-18.96747,2,1,3,0,3
32.13711166,-17.66817,617,410,186,175,96
32.37125015,-19.35089,40,19,133,45,42
31.05260086,-17.0807,57,26,20,11,20
29.50638962,-17.53444,22,14,8,4,15
31.85753059,-20.42022,384,293,620,311,317
32.38896942,-18.96922,439,346,520,253,229
31.45088959,-21.42189,112,48,323,166,89
32.58803177,-18.90747,137,119,271,197,216
29.84749985,-18.28083,100,4,1,33,9
31.1565,-17.8848,153,90,143,76,73
31.7713604,-16.56711,270,137,641,409,366
31.35771942,-21.94103,614,113,895,508,237
32.80582809,-20.11056,1430,278,269,250,224
30.04083061,-19.93808,1,1,3,2,0
30.0433,-17.8122,160,235,173,133,208
27.40056038,-18.20806,49,35,24,33,16
31.90032959,-16.57581,582,355,2085,926,1253
31.61775017,-20.18919,16,8,7,13,18
27.80888939,-20.49667,6,4,1,1,1
31.33509,-17.30905,4,4,4,2,4
31.90518951,-20.78747,1478,1784,2150,573,239
31.12093925,-17.57222,37,21,22,9,11
32.54691,-18.90384,179,208,407,189,320
28.5898,-20.1559,14,5,13,14,6
29.98527908,-22.22269,0,0,0,0,0
29.89131,-18.34622,0,0,0,0,0
30.20319,-17.36414,0,0,0,0,0
27.09139061,-19.59306,0,1,5,2,0
28.4789,-20.1622,5,4,4,1,2
28.6463,-19.8848,1,0,0,1,0
30.43055916,-17.03694,232,135,137,38,147
31.6062,-18.1825,5,0,0,0,0
31.65449905,-19.13994,16,44,40,13,32
31.00064087,-19.02097,0,0,0,1,669
32.80611038,-20.24639,1280,673,573,136,228
30.65422058,-20.71986,2,10,8,11,0
29.78238,-19.0226,5,1,4,3,0
32.67213821,-18.871,82,69,219,66,125
28.41426,-19.73884,0,0,0,0,1
32.88499832,-17.86889,873,186,161,132,175
31.17053032,-20.63819,8,7,12,13,14
31.5133,-18.3724,4,2,7,3,5
32.39305878,-20.5475,343,205,754,314,138
30.95043945,-18.48839,27,3,11,0,5
32.43861008,-18.55803,9,14,17,5,23
29.43556023,-18.46828,0,0,3,1,3
29.99041,-16.99737,564,137,30,53,129
30.30810928,-19.75194,0,1,1,0,3
31.04725075,-17.134,325,73,43,33,33
32.81055832,-20.02167,16,30,17,14,28
32.62435913,-19.16856,114,98,155,100,107
29.09388924,-17.77472,95,2,22,22,12
32.55397034,-18.11878,348,78,100,30,137
30.8374691,-20.08433,90,59,52,33,53
31.06792068,-20.26822,6,8,34,22,14
32.08377838,-18.8045,26,29,98,40,56
32.85655975,-18.63775,235,109,197,93,119
32.18284988,-16.62985,84,76,209,121,186
32.13636017,-18.53892,189,91,164,298,163
32.02153015,-16.63225,407,215,532,475,424
31.5182209,-17.87261,81,86,71,26,27
30.13622093,-19.90139,3,0,0,0,0
32.86471939,-20.03361,62,36,36,26,49
31.28075027,-17.06137,1486,94,55,41,110
31.4331,-17.9916,0,6,12,0,0
31.30443954,-22.10658,210,52,765,280,151
31.41953087,-18.75014,6,3,2,4,2
29.77346,-19.0084,1,0,1,2,3
30.72944069,-21.23778,163,81,625,338,181
31.56554985,-17.55588,2938,3273,966,54,50
30.9861,-17.9065,101,55,77,30,60
31.23760986,-17.89006,56,46,91,57,62
31.2418,-17.8966,54,34,42,22,26
31.23513985,-17.90167,62,48,35,33,18
30.79528046,-16.71917,254,84,121,126,271
30.63055992,-18.44833,2,2,3,5,1
30.13646,-20.39601,1,0,0,1,1
31.40797043,-18.83706,24,34,14,6,13
32.55828094,-18.50056,18,26,26,17,34
26.97443962,-18.65611,0,0,0,0,0
33.00286102,-18.32481,701,241,526,296,633
28.32860947,-18.25861,6,3,0,7,12
32.65156174,-18.98944,0,1,1,0,0
32.64739,-18.99012,0,0,0,0,0
32.65560913,-18.60747,82,71,114,62,78
27.18993,-19.48617,1,0,2,0,0
29.45247078,-18.33406,0,0,0,0,1
31.37443924,-22.23522,163,65,1152,264,93
29.55517006,-20.68947,3,0,2,2,0
29.93564034,-20.92094,7,7,17,5,4
30.66167068,-18.08361,0,2,15,4,2
31.7505,-18.7824,13,7,19,6,5
28.70027924,-21.40547,3,0,3,1,0
29.30916977,-17.95278,0,0,0,0,0
29.24333,-17.99083,900,290,122,97,99
28.00213,-21.10654,0,0,0,1,0
29.38517,-20.84809,0,0,5,0,2
30.1225605,-18.98881,1,0,5,2,4
28.46138954,-18.67028,3,0,0,1,0
31.0943,-18.0152,60,18,33,11,6
31.0763,-18.0314,37,29,63,29,44
32.65763855,-18.53556,34,32,23,19,36
30.44861031,-18.06861,2,3,19,9,9
28.97450066,-21.37139,7,0,9,6,1
31.48711014,-18.74408,14,4,5,1,2
29.43572044,-18.58403,3,3,10,0,0
30.88368988,-19.51861,7,7,12,2,6
28.73500061,-17.95472,1,0,0,1,0
28.71249962,-18.955,21,11,14,28,25
27.7239,-20.043,0,0,0,0,0
30.06206,-20.32071,4,0,0,2,1
30.22278023,-22.10489,58,20,223,125,38
31.63931084,-17.87231,57,46,70,23,37
29.97025,-17.90262,5,1,1,8,5
31.57016945,-17.32711,563,96,76,117,145
31.56876946,-17.31627,106,23,28,21,13
31.65769005,-17.25022,3,1,2,0,2
29.37375069,-19.78414,1,4,0,3,5
29.32243919,-22.10292,9,4,68,56,26
32.80480957,-18.77103,9,23,18,5,10
32.53636169,-18.64078,33,23,73,52,28
29.8062191,-18.82453,14,1,2,7,2
30.85036087,-20.87186,32,13,130,73,57
32.4394989,-17.00806,400,240,755,462,474
32.60668945,-19.75481,143,101,119,54,123
30.72360992,-16.70667,74,45,45,19,72
31.0854702,-20.43675,26,14,34,33,12
31.19999,-17.02617,951,69,37,10,36
31.56767082,-18.92444,13,9,19,8,15
30.9691906,-20.42275,15,16,68,29,26
30.0011692,-19.67286,11,6,19,17,8
31.13912964,-17.07427,310,35,26,9,27
28.04389,-17.47472,121,155,95,200,55
27.4339,-17.6948,0,0,0,0,0
27.21916962,-17.98333,167,197,638,572,80
29.46838951,-18.43989,1,3,9,5,0
28.35322,-21.39627,0,0,1,0,1
27.35356,-19.78716,1,0,2,0,0
27.89916992,-20.35278,0,1,1,1,0
28.48749924,-18.7825,6,0,2,3,6
29.30458069,-19.00511,4,2,10,5,2
31.68678093,-20.02347,3,7,82,13,13
32.68444061,-19.98972,49,5,27,30,22
29.11927986,-18.92169,0,0,0,1,0
26.72417068,-18.11028,76,63,115,55,67
27.25738,-17.78883,88,75,274,1460,571
28.75761032,-20.75217,0,0,1,0,0
27.60401,-17.69109,34,17,40,44,19
27.8232,-17.5689,49,17,33,26,24
29.54654,-20.93315,4,1,0,0,1
29.31760979,-20.78678,2,3,3,0,2
30.0505,-19.4184,0,0,0,0,0
27.65500069,-19.28667,8,0,2,1,7
28.8005,-20.8209,0,0,3,1,0
28.35139084,-18.74306,1,1,1,0,0
30.50431061,-19.68994,0,2,1,0,0
31.4861908,-20.43864,90,61,104,76,51
27.08416939,-19.39889,4,0,0,1,1
28.16028023,-20.19278,4,4,1,4,0
29.66994095,-19.70069,0,1,1,0,0
31.20718956,-19.45097,8,14,17,9,6
31.0089,-17.8663,13,11,7,3,7
32.0993,-16.996,476,253,793,242,253
32.54565,-18.3711,58,55,29,45,62
31.26667023,-16.57083,197,186,224,160,294
32.34072113,-19.42161,86,49,178,92,128
28.332,-21.1696,0,0,0,0,0
32.6554985,-18.87431,203,280,599,236,313
32.47352982,-18.50311,38,21,38,16,38
28.0553,-19.9505,0,0,0,2,0
32.12078094,-20.82314,327,318,384,299,132
32.62497,-18.99814,197,263,218,51,38
31.1964,-17.7514,161,190,852,286,295
28.27392006,-21.25297,0,0,0,1,0
27.96861076,-19.10972,5,3,2,2,4
31.0427,-17.9947,37,30,32,19,7
32.45042038,-17.90319,8,0,2,0,1
30.67889023,-18.56667,1254,213,378,669,239
29.90280914,-19.22369,0,1,1,1,0
26.5122,-18.3289,40,8,20,18,12
28.11388969,-19.02028,2,2,2,6,5
31.5858593,-17.75058,192,175,108,71,72
32.21527863,-20.77111,136,190,341,460,157
32.93996811,-18.45806,2000,1100,1405,731,989
32.80596924,-16.75703,192,339,1057,810,1941
29.69277954,-17.76917,9,3,12,12,10
31.91918945,-18.58714,6,2,5,7,7
30.63485909,-19.71856,27,12,30,19,15
32.71035,-19.1165,72,153,223,144,168
31.00902,-20.04842,0,1,0,1,0
30.96113014,-17.51272,10,0,1,2,1
30.70318985,-19.97103,3,2,4,4,3
31.0543,-17.8684,43,22,37,19,14
29.97694016,-18.15806,0,0,0,0,0
32.40539169,-17.17456,661,188,781,591,324
30.59277916,-17.40056,34,25,17,5,16
30.25432968,-19.57464,1,3,3,0,0
28.77750015,-18.06028,28,7,6,16,38
30.13594055,-20.58678,1,0,5,4,0
31.55732918,-20.556,170,71,311,338,152
29.40386009,-21.87125,15,15,71,35,22
31.2135,-17.8316,0,0,0,0,0
30.3073101,-20.33397,2,5,7,2,1
31.61624,-17.02528,374,130,256,96,268
31.1522,-17.2316,344,39,39,16,34
30.30574989,-19.88975,1,0,0,0,0
32.02088928,-18.56839,73,26,26,53,28
32.35055923,-20.11056,217,198,381,307,328
32.93761063,-19.97231,0,0,0,0,0
30.71906,-18.80102,1,7,9,2,1
28.5193,-20.0781,0,0,0,0,0
29.61166954,-17.29056,163,1752,383,26,130
28.1923,-19.9487,0,1,0,1,0
28.5559,-20.1472,0,0,0,0,0
32.97296906,-19.90747,105,131,124,30,86
27.18206,-18.26125,13,7,7,22,3
31.45027924,-19.75394,9,6,11,17,17
30.25167084,-19.47556,1,1,1,1,1
32.88388824,-18.0175,120,154,192,138,254
32.30638886,-20.34806,1,1,5,1,8
30.20760918,-19.72044,64,53,241,238,238
30.04042053,-21.93567,7,4,9,14,23
29.10388947,-18.08111,67,28,246,114,54
29.73644066,-19.02261,10,5,5,3,5
30.33333015,-17.58389,13,10,8,5,21
30.45889091,-17.54139,17,9,5,10,9
31.47485924,-21.04056,331,103,1035,752,337
32.47303009,-18.43531,51,18,18,18,32
31.28507996,-17.33128,36,13,16,17,5
31.55611038,-16.82555,393,346,604,164,381
32.10678101,-18.61947,26,23,49,43,57
28.5358,-20.1744,15,1,6,6,4
28.48802948,-21.35383,3,1,7,4,5
27.74806023,-21.00333,0,0,0,0,0
27.75527954,-19.77278,3,0,3,3,0
31.68841934,-21.039,557,336,1656,1687,496
32.6032486,-18.68836,177,121,294,120,143
29.14249992,-17.61306,22,19,16,31,17
31.05647087,-17.36563,1171,161,80,59,59
30.27693939,-18.67639,11,9,11,4,9
28.79389,-19.71306,1,4,1,0,0
32.484827,-20.541155,525,166,94,78,52
30.10364,-18.58832,10,2,2,0,4
30.18333054,-17.0475,216,434,33,25,57
28.6168,-20.1664,7,37,29,3,6
31.30097008,-18.97331,6,0,1,2,0
30.71833038,-17.08694,15,14,17,12,20
32.1538887,-20.93722,269,161,250,186,128
32.11877823,-18.55675,78,64,123,78,164
31.31711006,-20.38519,20,16,85,94,71
25.82611084,-17.94389,14,29,27,15,25
25.84274,-17.93138,0,0,1,0,0
27.52388954,-20.39056,0,0,0,0,0
32.0907,-17.8553,1325,434,361,192,243
31.12155,-17.37307,218,81,36,19,12
30.18968964,-20.47197,1,1,1,0,1
29.87214088,-20.26669,1,4,1,0,0
28.18426,-17.76407,181,331,304,343,87
32.81328,-19.04207,1,8,5,50,32
28.92378044,-20.88653,1,0,4,0,0
29.4722805,-19.40322,0,0,0,0,0
30.38402939,-20.93614,8,4,27,7,10
31.3857,-18.2567,0,0,0,0,0
31.57036018,-17.30539,2074,213,355,193,321
29.58552933,-20.57447,4,1,0,1,0
29.73971939,-20.56978,7,2,0,0,0
30.9782,-17.8338,83,24,44,31,21
31.0308,-17.8903,37,28,54,25,43
31.93400002,-17.88836,173,77,81,24,50
30.68638992,-18.32444,8,9,3,0,1
29.9191,-18.34768,13,1,8,8,3
31.23793983,-19.002,0,2,0,0,2
30.1148,-20.23495,1,0,0,2,1
31.79039001,-18.23633,28,2,12,9,12
29.3689,-21.0709,7,3,12,6,3
30.9804,-17.8949,45,36,54,22,14
31.17144012,-18.87272,5,0,0,0,1
32.47750092,-20.69972,734,582,2473,1971,328
31.12188911,-20.2025,10,4,21,17,19
31.0582,-18.0066,31,14,28,19,23
28.77305985,-19.07,1,0,0,0,1
26.5141,-18.3306,42,2,3,2,0
29.50341988,-21.62461,7,9,62,42,13
31.2097,-18.1457,8,2,1,2,3
28.06110954,-18.225,16,1,3,11,19
28.31306076,-17.44139,52,15,39,33,29
29.38493919,-18.70336,4,2,10,0,19
29.29006004,-20.64019,4,0,0,3,0
31.55372047,-20.45111,77,84,165,131,82
32.62342072,-19.10036,370,299,992,300,219
30.85433006,-20.06789,12,0,10,0,2
30.85519028,-19.95311,3,5,6,6,2
32.93635941,-18.38922,286,157,399,273,410
31.58646965,-19.81789,20,18,63,22,44
28.98806,-19.07778,0,0,1,0,0
32.73611069,-20.43722,475,361,323,120,158
32.58778,-18.78931,130,128,268,83,185
30.04972076,-17.805,1,1,4,3,1
26.51302,-18.34558,2,0,2,1,0
25.8373,-17.92907,3,6,3,2,0
29.88138962,-17.67361,14,9,8,13,19
32.15258026,-19.22053,95,57,88,23,108
30.13594055,-19.80181,3,12,9,6,4
30.22117043,-19.5565,0,0,0,0,0
31.35560989,-19.57472,36,16,30,10,29
30.19889069,-17.69917,8,7,9,10,12
29.21027946,-16.98306,168,215,180,46,119
32.1910286,-19.33794,116,94,146,52,113
30.05238914,-20.30581,18,12,24,10,20
32.57098,-18.57828,16,10,6,9,0
25.95471954,-18.01361,368,136,929,535,0
32.83279,-20.30563,4914,731,598,254,0
31.72294044,-18.96144,9,7,12,3,0
